"","V1","year","month","week","rank","difference","title","singer","album","like","dif","issue_date"
"20753",32,2018,2,2018-02-05,33,"하락","썸 탈꺼야","볼빨간사춘기","Red Diary Page.1",193708,-5,20170928
"20754",34,2018,2,2018-02-05,35,"하락","Beautiful","Wanna One (워너원)","1-1=0 (NOTHING WITHOUT YOU)",237727,-5,20171113
"20755",35,2018,2,2018-02-05,36,"상승","바보야","허각","바보야",70377,2,20171127
"20756",37,2018,2,2018-02-05,38,"하락","겨울소리","박효신","겨울소리",84564,-11,20180101
"20757",38,2018,2,2018-02-05,39,"하락","Universe","EXO","Universe - 겨울 스페셜 앨범, 2017",192486,-7,20171226
"20758",39,2018,2,2018-02-05,40,"상승","노력","박원","1/24",180707,1,20161117
"20759",41,2018,2,2018-02-05,42,"상승","봄날","방탄소년단","YOU NEVER WALK ALONE",529735,1,20170213
"20760",44,2018,2,2018-02-05,45,"하락","너 없는 시간들","다비치","&10",63771,-11,20180125
"20761",45,2018,2,2018-02-05,46,"하락","비도 오고 그래서 (Feat. 신용재)","헤이즈 (Heize)","/// (너 먹구름 비)",267443,-1,20170626
"20762",46,2018,2,2018-02-05,47,"동일","그 사람을 아나요","임창정","그 사람을 아나요",72406,0,20171023
"20763",47,2018,2,2018-02-05,48,"상승","빨간 맛 (Red Flavor)","Red Velvet (레드벨벳)","The Red Summer - Summer Mini Album",232450,1,20170709
"20764",48,2018,2,2018-02-05,49,"하락","나의 사춘기에게","볼빨간사춘기","Red Diary Page.1",256300,-1,20170928
"20765",49,2018,2,2018-02-05,50,"하락","눈 (Feat. 이문세)","Zion.T","눈",108687,-6,20171204
"20766",50,2018,2,2018-02-05,51,"상승","짙어져","멜로망스","Yellow OST Part.2",88083,3,20171015
"20767",51,2018,2,2018-02-05,52,"하락","마지막처럼","BLACKPINK","마지막처럼",212884,-1,20170622
"20768",53,2018,2,2018-02-05,54,"하락","HOLIDAY (Feat. DPR LIVE)","수지 (SUZY)","Faces of Love",51099,-21,20180129
"20769",54,2018,2,2018-02-05,55,"NEW","마지막으로 안아도 될까","허각","마지막으로 안아도 될까",22843,0,20180206
"20770",55,2018,2,2018-02-05,56,"하락","에너제틱 (Energetic)","Wanna One (워너원)","1X1=1(TO BE ONE)",298423,-3,20170807
"20771",56,2018,2,2018-02-05,57,"NEW","봉제선 (Feat. 수란)","다이나믹 듀오","봉제선",29469,0,20180207
"20772",57,2018,2,2018-02-05,58,"하락","한숨","이하이","SEOULITE",255207,-6,20160309
"20773",58,2018,2,2018-02-05,59,"하락","REALLY REALLY","WINNER","FATE NUMBER FOR",240340,-3,20170404
"20774",59,2018,2,2018-02-05,60,"하락","눈 떠보니 이별이더라","포맨","REMEMBER ME",105149,-2,20171024
"20775",60,2018,2,2018-02-05,61,"하락","Blue","볼빨간사춘기","Red Diary Page.1",133219,-4,20170928
"20776",62,2018,2,2018-02-05,63,"하락","매일 듣는 노래 (A Daily Song)","황치열","Be Ordinary",185264,-1,20170613
"20777",63,2018,2,2018-02-05,64,"하락","Ko Ko Bop","EXO","THE WAR - The 4th Album",329641,-9,20170718
"20778",64,2018,2,2018-02-05,65,"하락","덜덜덜","EXID","Full Moon",56909,-6,20171107
"20779",65,2018,2,2018-02-05,66,"상승","바람이 불었으면 좋겠어","길구봉구","바람이 불었으면 좋겠어",122582,1,20140103
"20780",66,2018,2,2018-02-05,67,"하락","미안해","양다일","inside",180074,-3,20171229
"20781",67,2018,2,2018-02-05,68,"NEW","오늘밤도","펀치 (Punch)","오늘밤도",54694,0,20180206
"20782",68,2018,2,2018-02-05,69,"하락","어디에도","엠씨더맥스 (M.C the MAX)","pathos",212258,-4,20160128
"20783",70,2018,2,2018-02-05,71,"하락","Tell Me","인피니트","TOP SEED",65141,-8,20180108
"20784",71,2018,2,2018-02-05,72,"NEW","이별 뒷면","권진아","이런 꽃 같은 엔딩 OST Part.2",52713,0,20180202
"20785",72,2018,2,2018-02-05,73,"하락","LONG TIME NO SEE","iKON","Return",49642,-5,20180125
"20786",74,2018,2,2018-02-05,75,"하락","팔레트 (Feat. G-DRAGON)","아이유","Palette",257536,-3,20170421
"20787",75,2018,2,2018-02-05,76,"하락","Power","EXO","The Power of Music - The 4th Album Repackage",194486,-7,20170905
"20788",76,2018,2,2018-02-05,77,"상승","You","멜로망스","투유 프로젝트 - 슈가맨2 Part.2",166639,10,20180122
"20789",79,2018,2,2018-02-05,80,"하락","Closer (Feat. Halsey)","The Chainsmokers","Collage EP",217220,-1,20161105
"20790",80,2018,2,2018-02-05,81,"하락","피 땀 눈물","방탄소년단","WINGS",297129,-7,20161010
"20791",81,2018,2,2018-02-05,82,"NEW","My Way","이수 (엠씨더맥스)","돈꽃 OST Part.1",147286,0,20171111
"20792",82,2018,2,2018-02-05,83,"하락","폰서트","10CM","4.0",167618,-8,20170901
"20793",83,2018,2,2018-02-05,84,"하락","갖고 싶어","Wanna One (워너원)","1-1=0 (NOTHING WITHOUT YOU)",128940,-6,20171113
"20794",84,2018,2,2018-02-05,85,"하락","가을 아침","아이유","꽃갈피 둘",264237,-12,20170922
"20795",86,2018,2,2018-02-05,87,"하락","지나갈 테니 (Been Through)","EXO","Universe - 겨울 스페셜 앨범, 2017",100471,-7,20171226
"20796",91,2018,2,2018-02-05,92,"동일","꽃이야","JBJ","True Colors",41292,0,20180117
"20797",94,2018,2,2018-02-05,95,"하락","BEAUTIFUL","iKON","Return",34052,-12,20180125
"20798",96,2018,2,2018-02-05,97,"하락","Stay","EXO","Universe - 겨울 스페셜 앨범, 2017",87814,-15,20171226
"20799",98,2018,2,2018-02-05,99,"하락","WHERE YOU AT","뉴이스트 W","W, HERE",93589,-1,20171010
"20800",0,2018,2,2018-02-12,1,"동일","사랑을 했다 (LOVE SCENARIO)","iKON","Return",305628,0,20180125
"20801",1,2018,2,2018-02-12,2,"NEW","그때 헤어지면 돼","로이킴","그때 헤어지면 돼",203769,0,20180212
"20802",2,2018,2,2018-02-12,3,"하락","그날처럼","장덕철","그날처럼",236081,-1,20171128
"20803",3,2018,2,2018-02-12,4,"동일","뿜뿜","모모랜드 (MOMOLAND)","GREAT!",147633,0,20180103
"20804",4,2018,2,2018-02-12,5,"하락","Bad Boy","Red Velvet (레드벨벳)","The Perfect Red Velvet - The 2nd Album Repackage",176575,-2,20180129
"20805",5,2018,2,2018-02-12,6,"하락","주인공","선미","주인공",103755,-1,20180118
"20806",6,2018,2,2018-02-12,7,"하락","Havana (Feat. Young Thug)","Camila Cabello","Camila",190094,-1,20180112
"20807",7,2018,2,2018-02-12,8,"상승","선물","멜로망스","Moonlight",306148,1,20170710
"20808",8,2018,2,2018-02-12,9,"하락","비행운","문문 (MoonMoon)","LIFE IS BEAUTY FULL",206847,-1,20161110
"20809",9,2018,2,2018-02-12,10,"하락","#첫사랑","볼빨간사춘기","#첫사랑",117802,-3,20180110
"20810",10,2018,2,2018-02-12,11,"상승","Roller Coaster","청하","Offset",174965,1,20180117
"20811",11,2018,2,2018-02-12,12,"하락","instagram","DEAN","instagram",232713,-2,20171226
"20812",12,2018,2,2018-02-12,13,"동일","밤이 되니까","펀치 (Punch)","밤이 되니까",187710,0,20170929
"20813",13,2018,2,2018-02-12,14,"상승","눈사람","정승환","그리고 봄",206950,3,20180219
"20814",14,2018,2,2018-02-12,15,"하락","다른사람을 사랑하고 있어","수지 (SUZY)","Faces of Love",80453,-4,20180129
"20815",15,2018,2,2018-02-12,16,"하락","Heart Shaker","TWICE (트와이스)","Merry & Happy",146135,-2,20171211
"20816",16,2018,2,2018-02-12,17,"상승","HandClap","Fitz & The Tantrums","Fitz and The Tantrums (Deluxe)",186904,3,20160728
"20817",17,2018,2,2018-02-12,18,"하락","좋니","윤종신","LISTEN 010 좋니",339567,-2,20170622
"20818",18,2018,2,2018-02-12,19,"하락","답장","김동률","답장",91646,-4,20180111
"20819",19,2018,2,2018-02-12,20,"하락","이 별","길구봉구","Star",152890,-1,20170918
"20820",21,2018,2,2018-02-12,22,"하락","기억의 빈자리","나얼","기억의 빈자리",119599,-4,20171129
"20821",22,2018,2,2018-02-12,23,"상승","LIKEY","TWICE (트와이스)","twicetagram",142693,2,20171030
"20822",23,2018,2,2018-02-12,24,"하락","all of my life","박원","0M",230388,-2,20170727
"20823",24,2018,2,2018-02-12,25,"하락","피카부 (Peek-A-Boo)","Red Velvet (레드벨벳)","Perfect Velvet - The 2nd Album",159693,-2,20171117
"20824",26,2018,2,2018-02-12,27,"동일","그리워하다","비투비","Brother Act.",255646,0,20171016
"20825",27,2018,2,2018-02-12,28,"상승","가을 안부","먼데이 키즈 (Monday Kiz)","가을 안부",157975,3,20171014
"20826",28,2018,2,2018-02-12,29,"동일","Shape of You","Ed Sheeran","÷ (Deluxe)",297910,0,20170303
"20827",29,2018,2,2018-02-12,30,"하락","시차 (We Are) (Feat. 로꼬 & GRAY)","우원재","시차 (We Are)",293469,-2,20170904
"20828",31,2018,2,2018-02-12,32,"하락","밤편지","아이유","밤편지",409756,-2,20170324
"20829",33,2018,2,2018-02-12,34,"하락","썸 탈꺼야","볼빨간사춘기","Red Diary Page.1",193708,-1,20170928
"20830",34,2018,2,2018-02-12,35,"하락","그때의 나, 그때의 우리","어반자카파","그때의 나, 그때의 우리",109017,-3,20171108
"20831",35,2018,2,2018-02-12,36,"하락","Beautiful","Wanna One (워너원)","1-1=0 (NOTHING WITHOUT YOU)",237727,-1,20171113
"20832",36,2018,2,2018-02-12,37,"하락","바보야","허각","바보야",70377,-1,20171127
"20833",39,2018,2,2018-02-12,40,"상승","봄날","방탄소년단","YOU NEVER WALK ALONE",529736,2,20170213
"20834",41,2018,2,2018-02-12,42,"하락","노력","박원","1/24",180707,-2,20161117
"20835",43,2018,2,2018-02-12,44,"하락","Universe","EXO","Universe - 겨울 스페셜 앨범, 2017",192486,-5,20171226
"20836",45,2018,2,2018-02-12,46,"상승","빨간 맛 (Red Flavor)","Red Velvet (레드벨벳)","The Red Summer - Summer Mini Album",232450,2,20170709
"20837",46,2018,2,2018-02-12,47,"하락","너 없는 시간들","다비치","&10",63771,-2,20180125
"20838",47,2018,2,2018-02-12,48,"하락","비도 오고 그래서 (Feat. 신용재)","헤이즈 (Heize)","/// (너 먹구름 비)",267443,-2,20170626
"20839",48,2018,2,2018-02-12,49,"하락","겨울소리","박효신","겨울소리",84564,-11,20180101
"20840",49,2018,2,2018-02-12,50,"하락","그 사람을 아나요","임창정","그 사람을 아나요",72406,-3,20171023
"20841",50,2018,2,2018-02-12,51,"상승","마지막처럼","BLACKPINK","마지막처럼",212884,1,20170622
"20842",51,2018,2,2018-02-12,52,"하락","짙어져","멜로망스","Yellow OST Part.2",88083,-1,20171015
"20843",52,2018,2,2018-02-12,53,"하락","나의 사춘기에게","볼빨간사춘기","Red Diary Page.1",256300,-4,20170928
"20844",53,2018,2,2018-02-12,54,"상승","My Way","이수 (엠씨더맥스)","돈꽃 OST Part.1",147286,28,20171111
"20845",54,2018,2,2018-02-12,55,"상승","오늘밤도","펀치 (Punch)","오늘밤도",54694,13,20180206
"20846",55,2018,2,2018-02-12,56,"동일","에너제틱 (Energetic)","Wanna One (워너원)","1X1=1(TO BE ONE)",298423,0,20170807
"20847",58,2018,2,2018-02-12,59,"동일","REALLY REALLY","WINNER","FATE NUMBER FOR",240340,0,20170404
"20848",59,2018,2,2018-02-12,60,"하락","눈 (Feat. 이문세)","Zion.T","눈",108687,-10,20171204
"20849",60,2018,2,2018-02-12,61,"하락","봉제선 (Feat. 수란)","다이나믹 듀오","봉제선",29469,-4,20180207
"20850",62,2018,2,2018-02-12,63,"하락","눈 떠보니 이별이더라","포맨","REMEMBER ME",105149,-3,20171024
"20851",63,2018,2,2018-02-12,64,"하락","Blue","볼빨간사춘기","Red Diary Page.1",133219,-3,20170928
"20852",64,2018,2,2018-02-12,65,"하락","매일 듣는 노래 (A Daily Song)","황치열","Be Ordinary",185264,-2,20170613
"20853",65,2018,2,2018-02-12,66,"하락","한숨","이하이","SEOULITE",255207,-8,20160309
"20854",66,2018,2,2018-02-12,67,"하락","바람이 불었으면 좋겠어","길구봉구","바람이 불었으면 좋겠어",122582,-1,20140103
"20855",67,2018,2,2018-02-12,68,"하락","미안해","양다일","inside",180074,-1,20171229
"20856",68,2018,2,2018-02-12,69,"하락","Ko Ko Bop","EXO","THE WAR - The 4th Album",329641,-5,20170718
"20857",69,2018,2,2018-02-12,70,"상승","You","멜로망스","투유 프로젝트 - 슈가맨2 Part.2",166639,7,20180122
"20858",70,2018,2,2018-02-12,71,"하락","덜덜덜","EXID","Full Moon",56909,-6,20171107
"20859",71,2018,2,2018-02-12,72,"하락","HOLIDAY (Feat. DPR LIVE)","수지 (SUZY)","Faces of Love",51099,-18,20180129
"20860",72,2018,2,2018-02-12,73,"하락","마지막으로 안아도 될까","허각","마지막으로 안아도 될까",22843,-18,20180206
"20861",74,2018,2,2018-02-12,75,"하락","어디에도","엠씨더맥스 (M.C the MAX)","pathos",212258,-6,20160128
"20862",75,2018,2,2018-02-12,76,"상승","Closer (Feat. Halsey)","The Chainsmokers","Collage EP",217220,4,20161105
"20863",76,2018,2,2018-02-12,77,"하락","Power","EXO","The Power of Music - The 4th Album Repackage",194486,-1,20170905
"20864",77,2018,2,2018-02-12,78,"하락","이별 뒷면","권진아","이런 꽃 같은 엔딩 OST Part.2",52713,-6,20180202
"20865",78,2018,2,2018-02-12,79,"하락","팔레트 (Feat. G-DRAGON)","아이유","Palette",257536,-4,20170421
"20866",79,2018,2,2018-02-12,80,"하락","LONG TIME NO SEE","iKON","Return",49642,-7,20180125
"20867",80,2018,2,2018-02-12,81,"동일","피 땀 눈물","방탄소년단","WINGS",297129,0,20161010
"20868",81,2018,2,2018-02-12,82,"하락","Tell Me","인피니트","TOP SEED",65141,-11,20180108
"20869",89,2018,2,2018-02-12,90,"NEW","Thunder","Imagine Dragons","Evolve",147155,0,20180222
"20870",90,2018,2,2018-02-12,91,"하락","지나갈 테니 (Been Through)","EXO","Universe - 겨울 스페셜 앨범, 2017",100471,-4,20171226
"20871",91,2018,2,2018-02-12,92,"하락","폰서트","10CM","4.0",167618,-9,20170901
"20872",92,2018,2,2018-02-12,93,"NEW","애쓰지 마요","박보람","애쓰지 마요",69910,0,20180213
"20873",93,2018,2,2018-02-12,94,"하락","가을 아침","아이유","꽃갈피 둘",264237,-9,20170922
"20874",94,2018,2,2018-02-12,95,"동일","BEAUTIFUL","iKON","Return",34052,0,20180125
"20875",96,2018,2,2018-02-12,97,"하락","갖고 싶어","Wanna One (워너원)","1-1=0 (NOTHING WITHOUT YOU)",128940,-13,20171113
"20876",0,2018,2,2018-02-19,1,"동일","사랑을 했다 (LOVE SCENARIO)","iKON","Return",305628,0,20180125
"20877",1,2018,2,2018-02-19,2,"상승","뿜뿜","모모랜드 (MOMOLAND)","GREAT!",147633,2,20180103
"20878",2,2018,2,2018-02-19,3,"하락","그때 헤어지면 돼","로이킴","그때 헤어지면 돼",203769,-1,20180212
"20879",3,2018,2,2018-02-19,4,"하락","그날처럼","장덕철","그날처럼",236081,-1,20171128
"20880",4,2018,2,2018-02-19,5,"동일","Bad Boy","Red Velvet (레드벨벳)","The Perfect Red Velvet - The 2nd Album Repackage",176575,0,20180129
"20881",5,2018,2,2018-02-19,6,"상승","Havana (Feat. Young Thug)","Camila Cabello","Camila",190094,1,20180112
"20882",6,2018,2,2018-02-19,7,"상승","Roller Coaster","청하","Offset",174965,4,20180117
"20883",7,2018,2,2018-02-19,8,"동일","선물","멜로망스","Moonlight",306148,0,20170710
"20884",8,2018,2,2018-02-19,9,"하락","주인공","선미","주인공",103755,-3,20180118
"20885",9,2018,2,2018-02-19,10,"하락","비행운","문문 (MoonMoon)","LIFE IS BEAUTY FULL",206847,-1,20161110
"20886",10,2018,2,2018-02-19,11,"상승","눈사람","정승환","그리고 봄",206950,3,20180219
"20887",11,2018,2,2018-02-19,12,"하락","#첫사랑","볼빨간사춘기","#첫사랑",117802,-2,20180110
"20888",12,2018,2,2018-02-19,13,"상승","HandClap","Fitz & The Tantrums","Fitz and The Tantrums (Deluxe)",186904,4,20160728
"20889",13,2018,2,2018-02-19,14,"하락","instagram","DEAN","instagram",232713,-2,20171226
"20890",14,2018,2,2018-02-19,15,"하락","밤이 되니까","펀치 (Punch)","밤이 되니까",187710,-2,20170929
"20891",15,2018,2,2018-02-19,16,"동일","Heart Shaker","TWICE (트와이스)","Merry & Happy",146135,0,20171211
"20892",16,2018,2,2018-02-19,17,"하락","다른사람을 사랑하고 있어","수지 (SUZY)","Faces of Love",80453,-2,20180129
"20893",17,2018,2,2018-02-19,18,"동일","좋니","윤종신","LISTEN 010 좋니",339567,0,20170622
"20894",18,2018,2,2018-02-19,19,"상승","이 별","길구봉구","Star",152890,1,20170918
"20895",19,2018,2,2018-02-19,20,"상승","all of my life","박원","0M",230388,4,20170727
"20896",21,2018,2,2018-02-19,22,"하락","답장","김동률","답장",91646,-3,20180111
"20897",22,2018,2,2018-02-19,23,"동일","LIKEY","TWICE (트와이스)","twicetagram",142693,0,20171030
"20898",23,2018,2,2018-02-19,24,"하락","기억의 빈자리","나얼","기억의 빈자리",119599,-2,20171129
"20899",24,2018,2,2018-02-19,25,"상승","가을 안부","먼데이 키즈 (Monday Kiz)","가을 안부",157975,3,20171014
"20900",25,2018,2,2018-02-19,26,"하락","피카부 (Peek-A-Boo)","Red Velvet (레드벨벳)","Perfect Velvet - The 2nd Album",159693,-1,20171117
"20901",26,2018,2,2018-02-19,27,"상승","Shape of You","Ed Sheeran","÷ (Deluxe)",297910,2,20170303
"20902",28,2018,2,2018-02-19,29,"하락","그리워하다","비투비","Brother Act.",255646,-2,20171016
"20903",29,2018,2,2018-02-19,30,"동일","시차 (We Are) (Feat. 로꼬 & GRAY)","우원재","시차 (We Are)",293469,0,20170904
"20904",30,2018,2,2018-02-19,31,"상승","밤편지","아이유","밤편지",409756,1,20170324
"20905",31,2018,2,2018-02-19,32,"상승","썸 탈꺼야","볼빨간사춘기","Red Diary Page.1",193708,2,20170928
"20906",33,2018,2,2018-02-19,34,"상승","Beautiful","Wanna One (워너원)","1-1=0 (NOTHING WITHOUT YOU)",237727,2,20171113
"20907",34,2018,2,2018-02-19,35,"상승","My Way","이수 (엠씨더맥스)","돈꽃 OST Part.1",147286,19,20171111
"20908",36,2018,2,2018-02-19,37,"하락","그때의 나, 그때의 우리","어반자카파","그때의 나, 그때의 우리",109017,-2,20171108
"20909",38,2018,2,2018-02-19,39,"하락","바보야","허각","바보야",70377,-2,20171127
"20910",40,2018,2,2018-02-19,41,"하락","봄날","방탄소년단","YOU NEVER WALK ALONE",529736,-1,20170213
"20911",41,2018,2,2018-02-19,42,"상승","Universe","EXO","Universe - 겨울 스페셜 앨범, 2017",192486,2,20171226
"20912",42,2018,2,2018-02-19,43,"하락","노력","박원","1/24",180707,-1,20161117
"20913",46,2018,2,2018-02-19,47,"상승","비도 오고 그래서 (Feat. 신용재)","헤이즈 (Heize)","/// (너 먹구름 비)",267443,1,20170626
"20914",47,2018,2,2018-02-19,48,"하락","빨간 맛 (Red Flavor)","Red Velvet (레드벨벳)","The Red Summer - Summer Mini Album",232450,-2,20170709
"20915",48,2018,2,2018-02-19,49,"하락","너 없는 시간들","다비치","&10",63771,-2,20180125
"20916",49,2018,2,2018-02-19,50,"NEW","비가 온다","정승환","그리고 봄",59265,0,20180219
"20917",50,2018,2,2018-02-19,51,"상승","짙어져","멜로망스","Yellow OST Part.2",88083,1,20171015
"20918",51,2018,2,2018-02-19,52,"하락","마지막처럼","BLACKPINK","마지막처럼",212884,-1,20170622
"20919",52,2018,2,2018-02-19,53,"동일","나의 사춘기에게","볼빨간사춘기","Red Diary Page.1",256300,0,20170928
