"","V1","year","month","week","rank","difference","title","singer","album","like","dif","issue_date"
"20522",45,2018,1,2018-01-15,46,"하락","에너제틱 (Energetic)","Wanna One (워너원)","1X1=1(TO BE ONE)",298423,-5,20170807
"20523",46,2018,1,2018-01-15,47,"동일","Blue","볼빨간사춘기","Red Diary Page.1",133219,0,20170928
"20524",47,2018,1,2018-01-15,48,"상승","마지막처럼","BLACKPINK","마지막처럼",212884,1,20170622
"20525",48,2018,1,2018-01-15,49,"하락","Tell Me","인피니트","TOP SEED",65141,-7,20180108
"20526",49,2018,1,2018-01-15,50,"하락","눈 떠보니 이별이더라","포맨","REMEMBER ME",105149,-4,20171024
"20527",50,2018,1,2018-01-15,51,"하락","빨간 맛 (Red Flavor)","Red Velvet (레드벨벳)","The Red Summer - Summer Mini Album",232450,-1,20170709
"20528",51,2018,1,2018-01-15,52,"상승","REALLY REALLY","WINNER","FATE NUMBER FOR",240340,2,20170404
"20529",53,2018,1,2018-01-15,54,"상승","짙어져","멜로망스","Yellow OST Part.2",88083,1,20171015
"20530",54,2018,1,2018-01-15,55,"하락","매일 듣는 노래 (A Daily Song)","황치열","Be Ordinary",185264,-3,20170613
"20531",55,2018,1,2018-01-15,56,"하락","Santa Tell Me","Ariana Grande","Santa Tell Me",185826,-13,20141124
"20532",57,2018,1,2018-01-15,58,"하락","미안해","양다일","inside",180074,-1,20171229
"20533",59,2018,1,2018-01-15,60,"동일","Power","EXO","The Power of Music - The 4th Album Repackage",194486,0,20170905
"20534",60,2018,1,2018-01-15,61,"상승","바람이 불었으면 좋겠어","길구봉구","바람이 불었으면 좋겠어",122582,3,20140103
"20535",62,2018,1,2018-01-15,63,"하락","가을 아침","아이유","꽃갈피 둘",264237,-2,20170922
"20536",64,2018,1,2018-01-15,65,"하락","바보에게 바보가","지아","바보에게 바보가",29331,-7,20171212
"20537",65,2018,1,2018-01-15,66,"하락","어디에도","엠씨더맥스 (M.C the MAX)","pathos",212258,-1,20160128
"20538",67,2018,1,2018-01-15,68,"상승","팔레트 (Feat. G-DRAGON)","아이유","Palette",257536,4,20170421
"20539",69,2018,1,2018-01-15,70,"상승","폰서트","10CM","4.0",167618,4,20170901
"20540",70,2018,1,2018-01-15,71,"하락","지나갈 테니 (Been Through)","EXO","Universe - 겨울 스페셜 앨범, 2017",100471,-2,20171226
"20541",71,2018,1,2018-01-15,72,"상승","우리 둘만 아는","윤건","우리 둘만 아는",89609,5,20171031
"20542",72,2018,1,2018-01-15,73,"NEW","뿜뿜","모모랜드 (MOMOLAND)","GREAT!",147633,0,20180103
"20543",73,2018,1,2018-01-15,74,"하락","널 너무 모르고","헤이즈 (Heize)","/// (너 먹구름 비)",154735,-1,20170626
"20544",74,2018,1,2018-01-15,75,"상승","처음부터 너와 나","볼빨간사춘기","군주 - 가면의 주인 OST Part.2",150394,1,20170517
"20545",75,2018,1,2018-01-15,76,"하락","갖고 싶어","Wanna One (워너원)","1-1=0 (NOTHING WITHOUT YOU)",128940,-5,20171113
"20546",76,2018,1,2018-01-15,77,"하락","좋았을걸","헤이즈 (Heize)","슬기로운 감빵생활 OST Part.5",33547,-2,20171214
"20547",77,2018,1,2018-01-15,78,"동일","피 땀 눈물","방탄소년단","WINGS",297129,0,20161010
"20548",78,2018,1,2018-01-15,79,"하락","This Christmas","태연 (TAEYEON)","This Christmas - Winter is Coming",72035,-20,20171212
"20549",79,2018,1,2018-01-15,80,"상승","Closer (Feat. Halsey)","The Chainsmokers","Collage EP",217220,2,20161105
"20550",80,2018,1,2018-01-15,81,"동일","오늘 취하면 (Feat. 창모) (Prod. SUGA)","SURAN (수란)","WINE",216606,0,20170427
"20551",81,2018,1,2018-01-15,82,"하락","떠나지마요","블락비 (Block B)","Re:MONTAGE",41521,-15,20180108
"20552",82,2018,1,2018-01-15,83,"상승","HandClap","Fitz & The Tantrums","Fitz and The Tantrums (Deluxe)",186904,16,20160728
"20553",83,2018,1,2018-01-15,84,"상승","사랑한다 말해도 (Feat. 이소라)","김동률","답장",28433,2,20180111
"20554",84,2018,1,2018-01-15,85,"하락","Stay","EXO","Universe - 겨울 스페셜 앨범, 2017",87814,-6,20171226
"20555",85,2018,1,2018-01-15,86,"하락","칠해줘","마마무 (Mamamoo)","칠해줘",35746,-24,20180104
"20556",89,2018,1,2018-01-15,90,"하락","Fall","EXO","Universe - 겨울 스페셜 앨범, 2017",80934,-7,20171226
"20557",90,2018,1,2018-01-15,91,"상승","하루 일과","Zion.T","슬기로운 감빵생활 OST Part.9",16369,7,20180111
"20558",91,2018,1,2018-01-15,92,"하락","Good Night","EXO","Universe - 겨울 스페셜 앨범, 2017",79728,-7,20171226
"20559",92,2018,1,2018-01-15,93,"하락","Lights Out","EXO","Universe - 겨울 스페셜 앨범, 2017",81063,-3,20171226
"20560",93,2018,1,2018-01-15,94,"하락","Twilight","Wanna One (워너원)","1-1=0 (NOTHING WITHOUT YOU)",103532,-3,20171113
"20561",95,2018,1,2018-01-15,96,"하락","WHERE YOU AT","뉴이스트 W","W, HERE",93589,-3,20171010
"20562",96,2018,1,2018-01-15,97,"하락","잠 못 드는 밤 비는 내리고","아이유","꽃갈피 둘",136820,-13,20170922
"20563",98,2018,1,2018-01-15,99,"하락","MIC Drop (Steve Aoki Remix) (Feat. Desiigner)","방탄소년단","MIC Drop (Steve Aoki Remix) (Feat. Desiigner)",101185,-4,20171124
"20564",99,2018,1,2018-01-15,100,"하락","Lip & Hip","현아","Lip & Hip",37075,-13,20171204
"20565",0,2018,1,2018-01-22,1,"동일","그날처럼","장덕철","그날처럼",236081,0,20171128
"20566",1,2018,1,2018-01-22,2,"상승","주인공","선미","주인공",103755,5,20180118
"20567",2,2018,1,2018-01-22,3,"NEW","다른사람을 사랑하고 있어","수지 (SUZY)","Faces of Love",80453,0,20180129
"20568",3,2018,1,2018-01-22,4,"하락","#첫사랑","볼빨간사춘기","#첫사랑",117802,-2,20180110
"20569",4,2018,1,2018-01-22,5,"하락","비행운","문문 (MoonMoon)","LIFE IS BEAUTY FULL",206847,-1,20161110
"20570",5,2018,1,2018-01-22,6,"동일","선물","멜로망스","Moonlight",306148,0,20170710
"20571",6,2018,1,2018-01-22,7,"하락","instagram","DEAN","instagram",232713,-2,20171226
"20572",7,2018,1,2018-01-22,8,"하락","답장","김동률","답장",91646,-5,20180111
"20573",8,2018,1,2018-01-22,9,"상승","Havana (Feat. Young Thug)","Camila Cabello","Camila",190094,1,20180112
"20574",9,2018,1,2018-01-22,10,"NEW","사랑을 했다 (LOVE SCENARIO)","iKON","Return",305628,0,20180125
"20575",10,2018,1,2018-01-22,11,"하락","Heart Shaker","TWICE (트와이스)","Merry & Happy",146135,-3,20171211
"20576",11,2018,1,2018-01-22,12,"하락","밤이 되니까","펀치 (Punch)","밤이 되니까",187710,-3,20170929
"20577",12,2018,1,2018-01-22,13,"하락","기억의 빈자리","나얼","기억의 빈자리",119599,-2,20171129
"20578",13,2018,1,2018-01-22,14,"동일","좋니","윤종신","LISTEN 010 좋니",339567,0,20170622
"20579",14,2018,1,2018-01-22,15,"상승","Roller Coaster","청하","Offset",174965,25,20180117
"20580",17,2018,1,2018-01-22,18,"하락","all of my life","박원","0M",230387,-1,20170727
"20581",18,2018,1,2018-01-22,19,"하락","피카부 (Peek-A-Boo)","Red Velvet (레드벨벳)","Perfect Velvet - The 2nd Album",159693,-4,20171117
"20582",19,2018,1,2018-01-22,20,"하락","겨울소리","박효신","겨울소리",84564,-7,20180101
"20583",20,2018,1,2018-01-22,21,"하락","LIKEY","TWICE (트와이스)","twicetagram",142693,-3,20171030
"20584",22,2018,1,2018-01-22,23,"하락","이 별","길구봉구","Star",152890,-3,20170918
"20585",23,2018,1,2018-01-22,24,"하락","그때의 나, 그때의 우리","어반자카파","그때의 나, 그때의 우리",109017,-3,20171108
"20586",24,2018,1,2018-01-22,25,"하락","그리워하다","비투비","Brother Act.",255646,-2,20171016
"20587",25,2018,1,2018-01-22,26,"하락","Universe","EXO","Universe - 겨울 스페셜 앨범, 2017",192486,-4,20171226
"20588",26,2018,1,2018-01-22,27,"하락","썸 탈꺼야","볼빨간사춘기","Red Diary Page.1",193708,-3,20170928
"20589",27,2018,1,2018-01-22,28,"하락","Beautiful","Wanna One (워너원)","1-1=0 (NOTHING WITHOUT YOU)",237727,-3,20171113
"20590",28,2018,1,2018-01-22,29,"상승","뿜뿜","모모랜드 (MOMOLAND)","GREAT!",147633,44,20180103
"20591",29,2018,1,2018-01-22,30,"하락","시차 (We Are) (Feat. 로꼬 & GRAY)","우원재","시차 (We Are)",293469,-4,20170904
"20592",30,2018,1,2018-01-22,31,"하락","밤편지","아이유","밤편지",409756,-4,20170324
"20593",32,2018,1,2018-01-22,33,"하락","바보야","허각","바보야",70377,-2,20171127
"20594",34,2018,1,2018-01-22,35,"하락","Shape of You","Ed Sheeran","÷ (Deluxe)",297910,-3,20170303
"20595",36,2018,1,2018-01-22,37,"하락","눈 (Feat. 이문세)","Zion.T","눈",108687,-9,20171204
"20596",37,2018,1,2018-01-22,38,"상승","가을 안부","먼데이 키즈 (Monday Kiz)","가을 안부",157975,6,20171014
"20597",38,2018,1,2018-01-22,39,"하락","노력","박원","1/24",180707,-2,20161117
"20598",39,2018,1,2018-01-22,40,"하락","그 사람을 아나요","임창정","그 사람을 아나요",72406,-7,20171023
"20599",41,2018,1,2018-01-22,42,"하락","비도 오고 그래서 (Feat. 신용재)","헤이즈 (Heize)","/// (너 먹구름 비)",267443,-7,20170626
"20600",42,2018,1,2018-01-22,43,"하락","봄날","방탄소년단","YOU NEVER WALK ALONE",529735,-5,20170213
"20601",44,2018,1,2018-01-22,45,"하락","한숨","이하이","SEOULITE",255207,-11,20160309
"20602",45,2018,1,2018-01-22,46,"하락","나의 사춘기에게","볼빨간사춘기","Red Diary Page.1",256300,-7,20170928
"20603",47,2018,1,2018-01-22,48,"동일","마지막처럼","BLACKPINK","마지막처럼",212884,0,20170622
"20604",48,2018,1,2018-01-22,49,"하락","에너제틱 (Energetic)","Wanna One (워너원)","1X1=1(TO BE ONE)",298423,-3,20170807
"20605",49,2018,1,2018-01-22,50,"하락","Ko Ko Bop","EXO","THE WAR - The 4th Album",329641,-5,20170718
"20606",50,2018,1,2018-01-22,51,"하락","덜덜덜","EXID","Full Moon",56909,-9,20171107
"20607",51,2018,1,2018-01-22,52,"하락","Tell Me","인피니트","TOP SEED",65141,-3,20180108
"20608",52,2018,1,2018-01-22,53,"하락","Blue","볼빨간사춘기","Red Diary Page.1",133219,-6,20170928
"20609",53,2018,1,2018-01-22,54,"하락","빨간 맛 (Red Flavor)","Red Velvet (레드벨벳)","The Red Summer - Summer Mini Album",232450,-3,20170709
"20610",54,2018,1,2018-01-22,55,"하락","짙어져","멜로망스","Yellow OST Part.2",88083,-1,20171015
"20611",55,2018,1,2018-01-22,56,"하락","눈 떠보니 이별이더라","포맨","REMEMBER ME",105149,-6,20171024
"20612",56,2018,1,2018-01-22,57,"하락","REALLY REALLY","WINNER","FATE NUMBER FOR",240340,-5,20170404
"20613",58,2018,1,2018-01-22,59,"하락","매일 듣는 노래 (A Daily Song)","황치열","Be Ordinary",185264,-4,20170613
"20614",59,2018,1,2018-01-22,60,"상승","HandClap","Fitz & The Tantrums","Fitz and The Tantrums (Deluxe)",186904,23,20160728
"20615",60,2018,1,2018-01-22,61,"하락","미안해","양다일","inside",180074,-3,20171229
"20616",61,2018,1,2018-01-22,62,"NEW","너 없는 시간들","다비치","&10",63771,0,20180125
"20617",62,2018,1,2018-01-22,63,"하락","바람이 불었으면 좋겠어","길구봉구","바람이 불었으면 좋겠어",122582,-2,20140103
"20618",63,2018,1,2018-01-22,64,"하락","Power","EXO","The Power of Music - The 4th Album Repackage",194486,-4,20170905
"20619",64,2018,1,2018-01-22,65,"상승","어디에도","엠씨더맥스 (M.C the MAX)","pathos",212258,1,20160128
"20620",70,2018,1,2018-01-22,71,"하락","가을 아침","아이유","꽃갈피 둘",264237,-8,20170922
"20621",71,2018,1,2018-01-22,72,"하락","팔레트 (Feat. G-DRAGON)","아이유","Palette",257536,-4,20170421
"20622",72,2018,1,2018-01-22,73,"하락","Santa Tell Me","Ariana Grande","Santa Tell Me",185826,-17,20141124
"20623",73,2018,1,2018-01-22,74,"하락","바보에게 바보가","지아","바보에게 바보가",29331,-9,20171212
"20624",74,2018,1,2018-01-22,75,"하락","폰서트","10CM","4.0",167618,-5,20170901
"20625",75,2018,1,2018-01-22,76,"하락","지나갈 테니 (Been Through)","EXO","Universe - 겨울 스페셜 앨범, 2017",100471,-5,20171226
"20626",76,2018,1,2018-01-22,77,"상승","피 땀 눈물","방탄소년단","WINGS",297129,1,20161010
"20627",77,2018,1,2018-01-22,78,"하락","갖고 싶어","Wanna One (워너원)","1-1=0 (NOTHING WITHOUT YOU)",128940,-2,20171113
"20628",78,2018,1,2018-01-22,79,"하락","우리 둘만 아는","윤건","우리 둘만 아는",89609,-7,20171031
"20629",80,2018,1,2018-01-22,81,"하락","Closer (Feat. Halsey)","The Chainsmokers","Collage EP",217220,-1,20161105
"20630",81,2018,1,2018-01-22,82,"하락","널 너무 모르고","헤이즈 (Heize)","/// (너 먹구름 비)",154735,-8,20170626
"20631",82,2018,1,2018-01-22,83,"하락","처음부터 너와 나","볼빨간사춘기","군주 - 가면의 주인 OST Part.2",150394,-8,20170517
"20632",83,2018,1,2018-01-22,84,"하락","오늘 취하면 (Feat. 창모) (Prod. SUGA)","SURAN (수란)","WINE",216606,-3,20170427
"20633",84,2018,1,2018-01-22,85,"동일","Stay","EXO","Universe - 겨울 스페셜 앨범, 2017",87814,0,20171226
"20634",85,2018,1,2018-01-22,86,"하락","좋았을걸","헤이즈 (Heize)","슬기로운 감빵생활 OST Part.5",33547,-9,20171214
"20635",87,2018,1,2018-01-22,88,"하락","떠나지마요","블락비 (Block B)","Re:MONTAGE",41521,-6,20180108
"20636",89,2018,1,2018-01-22,90,"NEW","환상통 (Only One You Need)","종현 (JONGHYUN)","Poet｜Artist",32866,0,20180123
"20637",91,2018,1,2018-01-22,92,"하락","Fall","EXO","Universe - 겨울 스페셜 앨범, 2017",80934,-2,20171226
"20638",92,2018,1,2018-01-22,93,"하락","Good Night","EXO","Universe - 겨울 스페셜 앨범, 2017",79728,-1,20171226
"20639",94,2018,1,2018-01-22,95,"하락","Lights Out","EXO","Universe - 겨울 스페셜 앨범, 2017",81063,-2,20171226
"20640",95,2018,1,2018-01-22,96,"동일","WHERE YOU AT","뉴이스트 W","W, HERE",93589,0,20171010
"20641",96,2018,1,2018-01-22,97,"하락","This Christmas","태연 (TAEYEON)","This Christmas - Winter is Coming",72035,-18,20171212
"20642",97,2018,1,2018-01-22,98,"NEW","꽃이야","JBJ","True Colors",41292,0,20180117
"20643",98,2018,1,2018-01-22,99,"하락","Twilight","Wanna One (워너원)","1-1=0 (NOTHING WITHOUT YOU)",103532,-5,20171113
"20644",0,2018,2,2018-01-29,1,"상승","사랑을 했다 (LOVE SCENARIO)","iKON","Return",305628,9,20180125
"20645",1,2018,2,2018-01-29,2,"하락","그날처럼","장덕철","그날처럼",236081,-1,20171128
"20646",2,2018,2,2018-01-29,3,"NEW","Bad Boy","Red Velvet (레드벨벳)","The Perfect Red Velvet - The 2nd Album Repackage",176575,0,20180129
"20647",3,2018,2,2018-01-29,4,"하락","주인공","선미","주인공",103755,-2,20180118
"20648",4,2018,2,2018-01-29,5,"하락","#첫사랑","볼빨간사춘기","#첫사랑",117802,-1,20180110
"20649",5,2018,2,2018-01-29,6,"하락","다른사람을 사랑하고 있어","수지 (SUZY)","Faces of Love",80453,-3,20180129
"20650",6,2018,2,2018-01-29,7,"하락","비행운","문문 (MoonMoon)","LIFE IS BEAUTY FULL",206847,-2,20161110
"20651",7,2018,2,2018-01-29,8,"하락","선물","멜로망스","Moonlight",306148,-2,20170710
"20652",8,2018,2,2018-01-29,9,"동일","Havana (Feat. Young Thug)","Camila Cabello","Camila",190094,0,20180112
"20653",9,2018,2,2018-01-29,10,"하락","instagram","DEAN","instagram",232713,-3,20171226
"20654",10,2018,2,2018-01-29,11,"상승","Roller Coaster","청하","Offset",174965,4,20180117
"20655",11,2018,2,2018-01-29,12,"하락","답장","김동률","답장",91646,-4,20180111
"20656",12,2018,2,2018-01-29,13,"하락","Heart Shaker","TWICE (트와이스)","Merry & Happy",146135,-2,20171211
"20657",13,2018,2,2018-01-29,14,"하락","밤이 되니까","펀치 (Punch)","밤이 되니까",187710,-2,20170929
"20658",14,2018,2,2018-01-29,15,"상승","뿜뿜","모모랜드 (MOMOLAND)","GREAT!",147633,14,20180103
"20659",15,2018,2,2018-01-29,16,"하락","좋니","윤종신","LISTEN 010 좋니",339567,-2,20170622
"20660",16,2018,2,2018-01-29,17,"하락","기억의 빈자리","나얼","기억의 빈자리",119599,-4,20171129
"20661",18,2018,2,2018-01-29,19,"동일","피카부 (Peek-A-Boo)","Red Velvet (레드벨벳)","Perfect Velvet - The 2nd Album",159693,0,20171117
"20662",19,2018,2,2018-01-29,20,"하락","all of my life","박원","0M",230387,-2,20170727
"20663",21,2018,2,2018-01-29,22,"상승","이 별","길구봉구","Star",152890,1,20170918
"20664",23,2018,2,2018-01-29,24,"하락","LIKEY","TWICE (트와이스)","twicetagram",142693,-3,20171030
"20665",24,2018,2,2018-01-29,25,"동일","그리워하다","비투비","Brother Act.",255646,0,20171016
"20666",25,2018,2,2018-01-29,26,"하락","그때의 나, 그때의 우리","어반자카파","그때의 나, 그때의 우리",109017,-2,20171108
"20667",26,2018,2,2018-01-29,27,"하락","겨울소리","박효신","겨울소리",84564,-7,20180101
"20668",27,2018,2,2018-01-29,28,"하락","썸 탈꺼야","볼빨간사춘기","Red Diary Page.1",193708,-1,20170928
"20669",28,2018,2,2018-01-29,29,"상승","시차 (We Are) (Feat. 로꼬 & GRAY)","우원재","시차 (We Are)",293469,1,20170904
"20670",29,2018,2,2018-01-29,30,"하락","Beautiful","Wanna One (워너원)","1-1=0 (NOTHING WITHOUT YOU)",237727,-2,20171113
"20671",30,2018,2,2018-01-29,31,"동일","밤편지","아이유","밤편지",409756,0,20170324
"20672",31,2018,2,2018-01-29,32,"하락","Universe","EXO","Universe - 겨울 스페셜 앨범, 2017",192486,-6,20171226
"20673",32,2018,2,2018-01-29,33,"NEW","HOLIDAY (Feat. DPR LIVE)","수지 (SUZY)","Faces of Love",51099,0,20180129
"20674",33,2018,2,2018-01-29,34,"상승","너 없는 시간들","다비치","&10",63771,28,20180125
"20675",34,2018,2,2018-01-29,35,"동일","Shape of You","Ed Sheeran","÷ (Deluxe)",297910,0,20170303
"20676",35,2018,2,2018-01-29,36,"상승","가을 안부","먼데이 키즈 (Monday Kiz)","가을 안부",157975,2,20171014
"20677",37,2018,2,2018-01-29,38,"하락","바보야","허각","바보야",70377,-5,20171127
"20678",38,2018,2,2018-01-29,39,"상승","HandClap","Fitz & The Tantrums","Fitz and The Tantrums (Deluxe)",186904,21,20160728
"20679",40,2018,2,2018-01-29,41,"하락","노력","박원","1/24",180707,-2,20161117
"20680",42,2018,2,2018-01-29,43,"동일","봄날","방탄소년단","YOU NEVER WALK ALONE",529735,0,20170213
"20681",43,2018,2,2018-01-29,44,"하락","눈 (Feat. 이문세)","Zion.T","눈",108687,-7,20171204
"20682",44,2018,2,2018-01-29,45,"하락","비도 오고 그래서 (Feat. 신용재)","헤이즈 (Heize)","/// (너 먹구름 비)",267443,-3,20170626
"20683",46,2018,2,2018-01-29,47,"하락","그 사람을 아나요","임창정","그 사람을 아나요",72406,-7,20171023
"20684",47,2018,2,2018-01-29,48,"하락","나의 사춘기에게","볼빨간사춘기","Red Diary Page.1",256300,-2,20170928
"20685",48,2018,2,2018-01-29,49,"상승","빨간 맛 (Red Flavor)","Red Velvet (레드벨벳)","The Red Summer - Summer Mini Album",232450,5,20170709
"20686",50,2018,2,2018-01-29,51,"하락","마지막처럼","BLACKPINK","마지막처럼",212884,-3,20170622
"20687",51,2018,2,2018-01-29,52,"하락","한숨","이하이","SEOULITE",255207,-7,20160309
"20688",52,2018,2,2018-01-29,53,"하락","에너제틱 (Energetic)","Wanna One (워너원)","1X1=1(TO BE ONE)",298423,-4,20170807
"20689",53,2018,2,2018-01-29,54,"상승","짙어져","멜로망스","Yellow OST Part.2",88083,1,20171015
"20690",54,2018,2,2018-01-29,55,"하락","Ko Ko Bop","EXO","THE WAR - The 4th Album",329641,-5,20170718
"20691",55,2018,2,2018-01-29,56,"상승","REALLY REALLY","WINNER","FATE NUMBER FOR",240340,1,20170404
"20692",56,2018,2,2018-01-29,57,"하락","Blue","볼빨간사춘기","Red Diary Page.1",133219,-4,20170928
"20693",57,2018,2,2018-01-29,58,"하락","눈 떠보니 이별이더라","포맨","REMEMBER ME",105149,-2,20171024
"20694",58,2018,2,2018-01-29,59,"하락","덜덜덜","EXID","Full Moon",56909,-8,20171107
"20695",61,2018,2,2018-01-29,62,"하락","매일 듣는 노래 (A Daily Song)","황치열","Be Ordinary",185264,-3,20170613
"20696",62,2018,2,2018-01-29,63,"하락","Tell Me","인피니트","TOP SEED",65141,-11,20180108
"20697",63,2018,2,2018-01-29,64,"하락","미안해","양다일","inside",180074,-3,20171229
"20698",64,2018,2,2018-01-29,65,"동일","어디에도","엠씨더맥스 (M.C the MAX)","pathos",212258,0,20160128
"20699",66,2018,2,2018-01-29,67,"하락","바람이 불었으면 좋겠어","길구봉구","바람이 불었으면 좋겠어",122582,-4,20140103
"20700",67,2018,2,2018-01-29,68,"NEW","LONG TIME NO SEE","iKON","Return",49642,0,20180125
"20701",68,2018,2,2018-01-29,69,"하락","Power","EXO","The Power of Music - The 4th Album Repackage",194486,-5,20170905
"20702",71,2018,2,2018-01-29,72,"동일","팔레트 (Feat. G-DRAGON)","아이유","Palette",257536,0,20170421
"20703",72,2018,2,2018-01-29,73,"하락","가을 아침","아이유","꽃갈피 둘",264237,-2,20170922
"20704",73,2018,2,2018-01-29,74,"상승","피 땀 눈물","방탄소년단","WINGS",297129,3,20161010
"20705",74,2018,2,2018-01-29,75,"동일","폰서트","10CM","4.0",167618,0,20170901
"20706",77,2018,2,2018-01-29,78,"동일","갖고 싶어","Wanna One (워너원)","1-1=0 (NOTHING WITHOUT YOU)",128940,0,20171113
"20707",78,2018,2,2018-01-29,79,"상승","Closer (Feat. Halsey)","The Chainsmokers","Collage EP",217220,2,20161105
"20708",79,2018,2,2018-01-29,80,"하락","지나갈 테니 (Been Through)","EXO","Universe - 겨울 스페셜 앨범, 2017",100471,-4,20171226
"20709",81,2018,2,2018-01-29,82,"상승","Stay","EXO","Universe - 겨울 스페셜 앨범, 2017",87814,3,20171226
"20710",82,2018,2,2018-01-29,83,"NEW","BEAUTIFUL","iKON","Return",34052,0,20180125
"20711",84,2018,2,2018-01-29,85,"하락","Santa Tell Me","Ariana Grande","Santa Tell Me",185826,-12,20141124
"20712",86,2018,2,2018-01-29,87,"NEW","You","멜로망스","투유 프로젝트 - 슈가맨2 Part.2",166639,0,20180122
"20713",87,2018,2,2018-01-29,88,"NEW","나쁜놈 (JERK)","iKON","Return",34301,0,20180125
"20714",88,2018,2,2018-01-29,89,"하락","바보에게 바보가","지아","바보에게 바보가",29331,-15,20171212
"20715",90,2018,2,2018-01-29,91,"하락","널 너무 모르고","헤이즈 (Heize)","/// (너 먹구름 비)",154735,-9,20170626
"20716",91,2018,2,2018-01-29,92,"상승","꽃이야","JBJ","True Colors",41292,6,20180117
"20717",92,2018,2,2018-01-29,93,"하락","우리 둘만 아는","윤건","우리 둘만 아는",89609,-14,20171031
"20718",93,2018,2,2018-01-29,94,"하락","처음부터 너와 나","볼빨간사춘기","군주 - 가면의 주인 OST Part.2",150394,-11,20170517
"20719",94,2018,2,2018-01-29,95,"하락","Good Night","EXO","Universe - 겨울 스페셜 앨범, 2017",79728,-2,20171226
"20720",95,2018,2,2018-01-29,96,"하락","오늘 취하면 (Feat. 창모) (Prod. SUGA)","SURAN (수란)","WINE",216606,-12,20170427
"20721",96,2018,2,2018-01-29,97,"하락","Fall","EXO","Universe - 겨울 스페셜 앨범, 2017",80934,-5,20171226
"20722",97,2018,2,2018-01-29,98,"하락","WHERE YOU AT","뉴이스트 W","W, HERE",93589,-2,20171010
"20723",98,2018,2,2018-01-29,99,"하락","Lights Out","EXO","Universe - 겨울 스페셜 앨범, 2017",81063,-4,20171226
"20724",0,2018,2,2018-02-05,1,"동일","사랑을 했다 (LOVE SCENARIO)","iKON","Return",305628,0,20180125
"20725",1,2018,2,2018-02-05,2,"동일","그날처럼","장덕철","그날처럼",236081,0,20171128
"20726",2,2018,2,2018-02-05,3,"동일","Bad Boy","Red Velvet (레드벨벳)","The Perfect Red Velvet - The 2nd Album Repackage",176575,0,20180129
"20727",3,2018,2,2018-02-05,4,"상승","뿜뿜","모모랜드 (MOMOLAND)","GREAT!",147633,11,20180103
"20728",4,2018,2,2018-02-05,5,"하락","주인공","선미","주인공",103755,-1,20180118
"20729",5,2018,2,2018-02-05,6,"상승","Havana (Feat. Young Thug)","Camila Cabello","Camila",190094,3,20180112
"20730",6,2018,2,2018-02-05,7,"하락","#첫사랑","볼빨간사춘기","#첫사랑",117802,-2,20180110
"20731",7,2018,2,2018-02-05,8,"하락","비행운","문문 (MoonMoon)","LIFE IS BEAUTY FULL",206847,-1,20161110
"20732",8,2018,2,2018-02-05,9,"하락","선물","멜로망스","Moonlight",306148,-1,20170710
"20733",9,2018,2,2018-02-05,10,"동일","instagram","DEAN","instagram",232713,0,20171226
"20734",10,2018,2,2018-02-05,11,"하락","다른사람을 사랑하고 있어","수지 (SUZY)","Faces of Love",80453,-5,20180129
"20735",11,2018,2,2018-02-05,12,"하락","Roller Coaster","청하","Offset",174965,-1,20180117
"20736",12,2018,2,2018-02-05,13,"상승","밤이 되니까","펀치 (Punch)","밤이 되니까",187710,1,20170929
"20737",13,2018,2,2018-02-05,14,"하락","Heart Shaker","TWICE (트와이스)","Merry & Happy",146135,-1,20171211
"20738",14,2018,2,2018-02-05,15,"하락","답장","김동률","답장",91646,-3,20180111
"20739",15,2018,2,2018-02-05,16,"동일","좋니","윤종신","LISTEN 010 좋니",339567,0,20170622
"20740",16,2018,2,2018-02-05,17,"NEW","눈사람","정승환","그리고 봄",206950,0,20180219
"20741",17,2018,2,2018-02-05,18,"하락","기억의 빈자리","나얼","기억의 빈자리",119599,-1,20171129
"20742",18,2018,2,2018-02-05,19,"상승","이 별","길구봉구","Star",152890,3,20170918
"20743",19,2018,2,2018-02-05,20,"상승","HandClap","Fitz & The Tantrums","Fitz and The Tantrums (Deluxe)",186904,19,20160728
"20744",21,2018,2,2018-02-05,22,"하락","all of my life","박원","0M",230388,-2,20170727
"20745",22,2018,2,2018-02-05,23,"하락","피카부 (Peek-A-Boo)","Red Velvet (레드벨벳)","Perfect Velvet - The 2nd Album",159693,-4,20171117
"20746",24,2018,2,2018-02-05,25,"하락","LIKEY","TWICE (트와이스)","twicetagram",142693,-1,20171030
"20747",26,2018,2,2018-02-05,27,"하락","그리워하다","비투비","Brother Act.",255646,-2,20171016
"20748",27,2018,2,2018-02-05,28,"상승","시차 (We Are) (Feat. 로꼬 & GRAY)","우원재","시차 (We Are)",293469,1,20170904
"20749",28,2018,2,2018-02-05,29,"상승","Shape of You","Ed Sheeran","÷ (Deluxe)",297910,6,20170303
"20750",29,2018,2,2018-02-05,30,"상승","밤편지","아이유","밤편지",409756,1,20170324
"20751",30,2018,2,2018-02-05,31,"상승","가을 안부","먼데이 키즈 (Monday Kiz)","가을 안부",157975,5,20171014
"20752",31,2018,2,2018-02-05,32,"하락","그때의 나, 그때의 우리","어반자카파","그때의 나, 그때의 우리",109017,-6,20171108
